work_id,title,fandom,trope,kudos,num_chapters,total_words,avg_words_per_chapter,total_comments,avg_comments_per_chapter,url,tags
16390034,Nero su bianco,harry_potter,slow_burn,9996,5,40703,8141,100,20.0,https://archiveofourown.org/works/16390034,"Epistolary, Slow Burn, Harry Potter Epilogue What Epilogue | EWE, Slash, Angst, Post-Battle of Hogwarts, Alternate Universe - Canon Divergence, Misunderstandings, Hogwarts Seventh Year, Podfic Available"
34047913,Death's Chosen Child,harry_potter,slow_burn,14851,13,120683,9283,253,19.5,https://archiveofourown.org/works/34047913,"Tags Contain Spoilers, Eventual Harry Potter/Tom Riddle, This time it's going to be a real slowburn, Slytherin Harry Potter, aged-up harry potter, Master of Death Harry Potter, Powerful Harry Potter, Manipulative Albus Dumbledore, kind of time travel?, Read it you will understand, Pureblood Politics (Harry Potter), Dark Magic, POV Harry Potter, Triwizard Tournament, Sane Tom Riddle, Young Tom Riddle, Morally Grey Harry Potter, Harry Potter is a Little Shit, Harry Potter is So Done, Bisexual Harry Potter, Explicit Sexual Content, In later chapters - Freeform, Albus Dumbledore Bashing, Minor Cedric Diggory/Harry Potter, Minor Hermione Granger/Draco Malfoy, background Sirius Black/Remus Lupin - Freeform, Sirius Black & Remus Lupin Live, Nagini is a little shit, BAMF Harry Potter, Mutual Pining, Wizengamot (Harry Potter), A little Ron bashing in the first chapter!, Temporary Character Death, Crazy Albus Dumbledore, Fanart, in chapter six!"
21758962,Who we are in the shadows,harry_potter,slow_burn,11219,12,99688,8307,240,20.0,https://archiveofourown.org/works/21758962,"Minor Hermione Granger/Ron Weasley, Minor Draco Malfoy/Original Male Character(s), Dubious Consent, werewolf instincts, Implied/Referenced Child Abuse, Child Trafficking, Brief Claustrophobia, Past Attempted Rape/Non-Con, Past minor character death, Past Child Death, Bigotry & Prejudice, prejudice against werewolves, internalized prejudice, Murder, Stabbing, Poison, Hallucinations, Creature Fic, Werewolf Harry, Werewolves, Auror Harry Potter, Case Fic, Masturbation, wanking, werewolf attack, Aural Voyeurism, Unresolved Sexual Tension, Slow Burn, Biting, Marking, Claiming, Scenting, Possessive Behavior, Jealousy, Rough Sex, Edging, Secrets, Lies, Hurt/Comfort, Sharing a Bed, Loyalty, Loyalty Bond, Bonding, Angst, Domestic, Falling In Love, Enemies to Lovers, Self-Acceptance, Emotional Growth, Angst with a Happy Ending, References to Auror Brutality, H/D Erised 2019, Comeplay, Wall Sex, sex without lube, Identity Porn, Secret Identity"
15967970,"Dear Cousin, Love Regulus",harry_potter,slow_burn,15386,7,86390,12341,140,20.0,https://archiveofourown.org/works/15967970,"Hogwarts, Mild Angst, Moral Lessons, Hogwarts First Year, Bigotry & Prejudice, Unlearning Racism, Redeemed Draco Malfoy, Hogwarts Second Year, Pureblood Politics (Harry Potter), Hogwarts Third Year, Pureblood Society (Harry Potter), Epic Friendship, Dobby & Draco Friendship, Hogwarts Fourth Year, Coming of Age, Hogwarts Fifth Year, Canon Death, Alternate Universe - Canon Divergence, Summer of Sixth Year, Self-Discovery, Self-Reflection, Draco Malfoy Discovers Who He Is, Teen Romance, slowburn, Friends to Lovers, Horcruxes, Illustrated, Harry/Draco Big Bang 2018, Community: harrydracobang"
30610928,Old Haunts (Are For Forgotten Ghosts),harry_potter,slow_burn,13439,4,39872,9968,59,14.8,https://archiveofourown.org/works/30610928,"Alternate Universe - Canon Divergence, First War with Voldemort, Time Travel, Master of Death Harry Potter, Slytherin Harry Potter, Regulus Black Lives, Fix-It, Regulus Black-centric, Good Regulus Black, Friends to Lovers, Slow Burn, Slow Build, Pining Regulus Black, Mutual Pining, Snarky Regulus Black, Harry Potter is a Little Shit, Implied/Referenced Child Abuse, Walburga Black's A+ Parenting, Minor Regulus Black/Barty Crouch Jr., Swearing, Angst with a Happy Ending"
25111171,Draco Malfoy and the House of Black,harry_potter,slow_burn,28445,20,124213,6211,400,20.0,https://archiveofourown.org/works/25111171,"Time Travel, Slow Burn, Fluff and Angst, Post-Traumatic Stress Disorder - PTSD, Character Study, Draco Malfoy Needs a Hug, Snarky Draco Malfoy, Unreliable Narrator, Anti-Hero"
55131289,Beholden,harry_potter,slow_burn,10923,10,124082,12408,200,20.0,https://archiveofourown.org/works/55131289,"Hogwarts Eighth Year, Angst, Angst with a Happy Ending, Hurt/Comfort, Slow Burn, Hurt Harry Potter, Depressed Draco Malfoy, Draco Malfoy Needs a Hug, Harry Potter Needs a Hug, First Time, Switching, Explicit Sexual Content, moonflower_rose needs a hug"
25080646,Tip of Your Tongue,harry_potter,slow_burn,12099,11,78545,7140,220,20.0,https://archiveofourown.org/works/25080646,"y'all know the Deja-Vu Brain and the Lizard Brain are back baby, Mystery Brain is the Horcrux, Hogwarts Redo, Time Travel Fix-It, Morally Grey Harry Potter, Dissociation, hints of PTSD, Implied/Referenced Child Abuse, Canon-Typical Violence, Strong Language, this fic is very Dumbledore critical, but no overt character bashing, Golden Trio Friendship - Freeform, Slow Burn, Like really really slow, once again the relationship tag is for the series in general, because while Harry is technically 17, he is also technically 12, story diverges from canon more as it goes along, Panic Attacks, Government Conspiracies, Fluff and Humor, Mystery, The power of friendship, but like in a badass kind of way"
13867242,The Lesson of You,harry_potter,fluff,28054,4,65582,16396,80,20.0,https://archiveofourown.org/works/13867242,"Accidental Child Acquisition, Kid Fic, Fluff, SO MUCH FLUFF, Family Feels, crups, Not Epilogue Compliant, Anal Fingering, Anal Sex, Time Travel"
3874606,9 times Harry kissed Draco and the 1 time Draco kissed Harry,harry_potter,fluff,23241,1,4695,4695,20,20.0,https://archiveofourown.org/works/3874606,"Hogwarts Eighth Year, First Kiss, Getting Together, Idiots in Love, Post-War, Secret Relationship, Kissing, Humor, Fluff, 5 Things, except technically it's 9 things"
787368,"Hey, Potter",harry_potter,fluff,48275,1,16179,16179,20,20.0,https://archiveofourown.org/works/787368,"Ghosts, Drinking, Mind/Mood Altering Substances, Hogwarts Eighth Year, Alcohol, Drama, Fluff and Angst, Humor"
42356628,Three's Family,harry_potter,fluff,46838,5,19341,3868,100,20.0,https://archiveofourown.org/works/42356628,"Time Travel, Time Travel Fix-It, Fluff and Humor, And Hard Truths, First Wizarding War with Voldemort (Harry Potter), Marauders Era (Harry Potter), Found Family, LITERALLY, proposal, not drarry, unless you consider bickering to be foreplay in which case you may consider this pre-slash, Enemies to reluctant allies, Time Travelling Harry Potter"
3725452,"Hiding Scrawl, Licking Freckles, and Other Average Wizard Things",harry_potter,fluff,20038,1,3705,3705,20,20.0,https://archiveofourown.org/works/3725452,"Soulmate-Identifying Marks, Alternate Universe - Soulmates, Fluff, Tooth-Rotting Fluff, Hogwarts Eighth Year, Might have fudged some canon, In my head seamus has freckles, because who doesn't love freckles?"
2528705,Tie Me Up in Knots,harry_potter,fluff,22165,1,2068,2068,20,20.0,https://archiveofourown.org/works/2528705,"Fluff, slightly cracky, PWP"
8662435,What Real Thing?,harry_potter,fluff,28641,1,12753,12753,20,20.0,https://archiveofourown.org/works/8662435,"Bottom Draco, Top Harry, Auror Partners, Anal Sex, Anal Fingering, Blow Jobs, Rimming, fingering after sex, Desk Sex, Light Bondage, Submissive Draco, fuck buddies, Romance, Getting Together, Fluff and Romance, oh just read it"
4371455,hello goodbye ('twas nice to know you),harry_potter,fluff,59365,1,4842,4842,20,20.0,https://archiveofourown.org/works/4371455,"Soulmate-Identifying Marks, Alternate Universe - Soulmates, finally finished this holy hell, Fluff, seriously so much fluff, Hogwarts Eighth Year, Spanish Translation, 中文翻译 | Translation in Chinese, Перевод на русский | Translation in Russian, Korean Translation"
4731860,"Don’t mind if I keep your tie (And your heart, babe)",harry_potter,fluff,19109,1,21510,21510,20,20.0,https://archiveofourown.org/works/4731860,"Not Epilogue Compliant, Humor, Fluff, Developing Relationship, Enemies to Friends to Lovers, Hogwarts Eighth Year, Slytherins Being Slytherins, Pining Draco, Inter-House Unity, Inter-House Friendships, Blanket Permission"
8232359,Luckiest Fucking Size Queen Alive,harry_potter,fluff,15657,1,6242,6242,20,20.0,https://archiveofourown.org/works/8232359,"bottom!Draco, Hung!Harry, Anal Sex, Anal Fingering, Rimming, Humor, Fluff and Humor, Size Kink, sexy!Harry"
19771492,knickers in a twist,harry_potter,fluff,17174,7,86456,12351,140,20.0,https://archiveofourown.org/works/19771492,"Hogwarts Eighth Year, Reconciliation, Smut, Crossdressing, Boys in Skirts, Bottom Draco Malfoy, Top Harry Potter, Implied/Referenced Self-Harm, Semi-Public Sex, Riding, Topping from the Bottom, Draco Malfoy in a Skirt, Rimming, Lace Panties, Anal Sex, Oral Sex, Public Sex, Harry Potter Epilogue What Epilogue | EWE, Secret Relationship, Fuckbuddies, Shameless Smut, Sexual Roleplay, Fluff and Humor, Porn with Feelings"
2734082,Tea and No Sympathy,harry_potter,fluff,57134,11,72065,6551,220,20.0,https://archiveofourown.org/works/2734082,"Slow Build, Draco-centric, Tea Drinking, Swearing, Muggle London, Houses of Parliament, Malfoy Manor, flangst, Family Feels, Muggle/Wizard Relations, Coming Out, Heartfelt Conversations, Sarcastic Conversations, Owls, Competitive Card Games, Falling In Love, getting drunk, Enthusiastic Snogging, Hogwarts Castle, Sex In The Slytherin Dormitory, Frottage, Time Travel, Time Loop, HP: EWE"
35105491,Dear Your Holiness,harry_potter,fluff,15466,12,143676,11973,240,20.0,https://archiveofourown.org/works/35105491,"wolfstar, modern day AU, band au, Texting, text fic, priest fic, Father Lupin, pop punk references OUT THE ASSSS, throat tattoos, does celibacy include masturbation?, smoking for the aesthetic, Moony and Remus as separate entities, Sort Of, canon is totally irrelevant in this fic, literally i just stole the names, Catholic Imagery, Religious Themes, but also SUPER SACRILEGIOUS THEMES, i mean it is a priest fic so religion and faith are discussed, Implied/Referenced Suicide, also this whole fic takes place the week of a catholic funeral, and again its a priest fic so a lot of this occurs in church, Fluff, Angst, Smut, Eventual Smut, its a very slow burn okay, Frottage, Oral Sex, Masturbation, Mutual Masturbation, Anal Sex, Anal Fingering, Rimming, Mutual Pining, Unresolved Sexual Tension, Yearning, religious trauma, warnings include:, Eating Disorders, Childhood Trauma, Childhood Sexual Abuse, conversion therapy, All of the warnings are PAST references, not part of the actual plot of the fic, but they are mentioned so read carefully, There is also a scene with a racist police officer in chapter 3, If you want to skip this scene it is marked and mentioned in the chapter notes"
485218,Storm in a Teacup,harry_potter,fluff,53162,1,7996,7996,20,20.0,https://archiveofourown.org/works/485218,"Hogwarts Eighth Year, Humor, Romance, Fluff"
16528823,Observations of a Pureblood Heir,harry_potter,fluff,15685,1,4541,4541,20,20.0,https://archiveofourown.org/works/16528823,"Fluff, Unresolved Sexual Tension, Slytherin Harry Potter, Smart Harry Potter, tom and harry in denial theyre in love, even though lucius already caught them doing questionable stuff in the slytherin common room, Oneshot, Complete, Tooth-Rotting Fluff"
6854605,The Devil's White Knight,harry_potter,fluff,42027,10,64220,6422,194,19.4,https://archiveofourown.org/works/6854605,"Alternate Universe- Time Travel, No Voldemort, Alternate Timeline, Everyone lives, past James/Lily - Freeform, Past canon relationships mentions, Enemies to Lovers, Time Travel, PTSD, Post-War Trauma, Unspeakables, Tonks/Fleur - Freeform, Lily/Marlene, Fluff, Friends With Benefits, past George/Harry"
370570,In Need of a Proper Hug,harry_potter,fluff,24975,1,2104,2104,20,20.0,https://archiveofourown.org/works/370570,"Hogwarts Eighth Year, Humor, Fluff"
910437,The Wolf Pack,harry_potter,fluff,20284,1,13648,13648,20,20.0,https://archiveofourown.org/works/910437,"Animagus, Fluff, Romance, Humor, Long"
24306859,Aparecium,harry_potter,fluff,17440,14,58612,4187,275,19.6,https://archiveofourown.org/works/24306859,"Draco didn't know, Secret Baby, One Night Stand, Accidental Pregnancy, Smut, Fluff, I know it's weird even putting that in the tags honestly, minimal angst, just family drama, Sexual Content, Parenthood, Co-Parenting, Enemies to Lovers to Friends to Lovers again"
8125531,"Hogwarts, to welcome you home",harry_potter,fluff,22519,1,11118,11118,20,20.0,https://archiveofourown.org/works/8125531,"Professor!Harry AU, Post Series AU, Humor, Fluff, slight angst, Epilogue What Epilogue, outsider pov"
13792248,A Store of Happiness,harry_potter,fluff,22941,1,10893,10893,20,20.0,https://archiveofourown.org/works/13792248,"Alternate Universe - Canon Divergence, POV Harry Potter, Fluff, Found Family, Raising Harry"
13007862,Thermodynamic Equilibrium,harry_potter,fluff,33701,2,5075,2538,40,20.0,https://archiveofourown.org/works/13007862,"Hogwarts Eighth Year, Not Epilogue Compliant, hot/cold dynamics, Cuddling & Snuggling, Don't copy to another site, Fluff"
864147,Hungry,harry_potter,fluff,21912,1,24392,24392,20,20.0,https://archiveofourown.org/works/864147,"Hogwarts Eighth Year, Forced Bonding, Potions Accident, Fluff and Smut, Slytherins Being Slytherins, First Time, Hand Jobs"
12312867,We're Already Married,harry_potter,fluff,33163,1,3956,3956,20,20.0,https://archiveofourown.org/works/12312867,"Fluff, Tooth-Rotting Fluff, Kid Fic, to adults, Adorable, No Angst, Romance, Best Friends, Friends to Lovers, Sirius ships it, Remus is so done"
6832576,The Dragon of Moria,harry_potter,fluff,17069,1,5215,5215,20,20.0,https://archiveofourown.org/works/6832576,"Crossover Pairings, Crossovers & Fandom Fusions, Crack Treated Seriously, Fluff and Crack, Dragons, Animagus Harry Potter, BAMF Harry, BAMF Legolas Greenleaf, Elvish"
3101099,The Standard You Walk Past,harry_potter,fluff,71032,14,46400,3314,280,20.0,https://archiveofourown.org/works/3101099,"Hogwarts Eighth Year, Some Homophobia in the Wizarding World, Romance, Friends to Lovers, Fluff, flangst, Angst, SO MUCH FLUFF, And a bit of sap, Legilimency, Dreams and Nightmares, Slow Build, Prejudice Against Slytherins, Roommates, Redeemed Draco Malfoy, Minor Hermione Granger/Ron Weasley, Minor Lucius Malfoy/Narcissa Malfoy - Freeform"
16731783,Guess Who's Coming to Dinner,harry_potter,fluff,15884,1,5093,5093,20,20.0,https://archiveofourown.org/works/16731783,"Not Canon Compliant, Alternate Universe - Canon Divergence, james and lily live, Family, Humour, Fluff, Established Relationship, Protective, I Fixed Everything, But I Kinda Had to break the universe to do it, I think it worked out okay, Oneshot, No prophecy, No boy who lived, Bisexual Harry, slightly OOC"
11221602,(Un)Calculated Risk,harry_potter,fluff,20173,1,6962,6962,20,20.0,https://archiveofourown.org/works/11221602,"Hogwarts Eighth Year, Established Relationship, Bottom Draco, Top Harry, Anal Sex, Anal Fingering, Blow Jobs, Oral Sex, Rimming, lots of rimming, Kissing, Quidditch, Secret Relationships, Romance, Boys In Love, Smut, Fluff, Smuff, Humour, SO MUCH FLUFF, it's draco's birthday, I have no regrets, i love these two so much, please come love them with me, there's gorgeous ART"
5025334,chalk this one up as a win,harry_potter,fluff,15986,1,6269,6269,20,20.0,https://archiveofourown.org/works/5025334,"Soulmate-Identifying Marks, Alternate Universe - Soulmates, Quidditch, Fluff, Oliver likes Quidditch, this was going to be short, it turned out not short, Podfic Available"
1319809,"The Electric Fizzing Prick Pistols, or Whatever",harry_potter,fluff,42814,1,3867,3867,20,20.0,https://archiveofourown.org/works/1319809,"Magical Realism, Soulmates, Soulmate-Identifying Marks, Alternate Universe - Soulmates, Hogwarts Era, Hogwarts Fifth Year, Hogwarts Seventh Year, MWPP Era, Community: rs_games, Explicit Language, Humor, Fluff and Humor"
3627921,Both Showing Hearts,one_direction,hurt_comfort,3608,11,113628,10330,176,16.0,https://archiveofourown.org/works/3627921,"Alternate Universe - College/University, Coming Out, Homophobia, Bullying, Angst and Fluff and Smut, Hurt/Comfort, LGBTQ Themes, First Time, Blow Jobs, Additional Warnings In Author's Note, Anal Sex"
15476535,Cocaine for Breakfast,one_direction,hurt_comfort,3427,23,310393,13495,275,12.0,https://archiveofourown.org/works/15476535,"Drug Addiction, Drug Dealing, Implied/Referenced Homophobia, Friends to Lovers, Slow Burn, Angst, Depression, Smut, Family Issues, Drug Use, Panic Attacks, Drug Dealer au, Paranoia, Near Death Experiences, a lot lot lot of angst, Fluff, Eventual Smut, Fluff and Angst, Angst with a Happy Ending, Happy Ending, Mutual Pining, Pining, Minor Character Death, Mentions of Suicide Attempt (past), mentions of self-harm (past), Violence, Blowjobs, Anal Fingering, POV Louis, Anal Sex, Oral Sex, Domestic Fluff, Fluff and Smut, Emotional Hurt/Comfort, Alternate Universe, Depressed Louis, Semi-Public Sex, Blow Jobs in a Car, Emotional Roller Coaster, Humor, OT5 Friendship, First Time Bottoming, Top Harry, Bottom Harry, Bottom Louis, Top Louis Tomlinson, because they kind of share that reaaally"
8342227,"knock knock, i love you",one_direction,hurt_comfort,3914,4,86164,21541,58,14.5,https://archiveofourown.org/works/8342227,"Fluff, Alternate Universe - College/University, Hand Jobs, Blow Jobs, Anal Sex, First Time, Rimming, Dirty Talk, Banter, Knock-Knock Jokes, No Angst, the only plot is harry and louis falling in love, if you're craving a cavity this is your fic, Virgin Harry, Bottom Harry, Hot Cocoa Date, Spooning, Comeplay, a lot of sappiness and a lot of sex basically, Mild Hurt/Comfort, Halloween, a cat named Sushi, Masturbation, Flirting"
36529918,Beautiful War,one_direction,hurt_comfort,4112,17,103662,6098,152,8.9,https://archiveofourown.org/works/36529918,"Alternative Universe - FBI, Harry is a British FBI-Agent (just go with it), Clairvoyant!Louis, FBI!Harry, agentharry, AgentZayn, AgentNiall, Murder Mystery, Serial Killers, References to Norse Religion & Lore, Autumn, Portland Oregon, Enemies to Lovers, Hate to Love, Like serious hate to soft stuff, Eventual Smut, Will update smut tags as we go, Louis has PTSD and severe Anxiety, Anxiety Attacks, Anxiety Disorder, Blood and Gore, Violence, Flashbacks, Soft Louis Tomlinson, Louis in oversized jumpers, protective!harry, Blood Eagle, Legal Jargon, Legal terms that might not be completely accurate, Federal Bureau of Investigation, Investigations, Crimes & Criminals, Eventual Fluff, Angst, Lots of Angst, Angst with a Happy Ending, Hurt/Comfort, Happy Ending, Feel that's iportant to mention, Angst and Fluff and Smut, Visions, Prophetic Visions, Service Dogs, clifford, Misconceptions, POV Multiple, Minor Zayn Malik/Liam Payne, Sassy Louis Tomlinson, SMUT TAGS:, Blowjobs, handjobs, Rimming, Bottom Louis Tomlinson, Top Harry Styles, Alludes to Harry bottoming but it doesn’t happen in this fic so, If it matters who tops etc then this maybe isn’t the fic for you x"
34449637,"happier, prettier",one_direction,hurt_comfort,2975,4,40340,10085,39,9.8,https://archiveofourown.org/works/34449637,"Fake/Pretend Relationship, Hate to Love, Friends With Benefits, Jealousy, Possessive Behavior, Famous Harry, Famous Louis Tomlinson, Rich Harry, Anal Sex, Barebacking, Comeplay, Praise Kink, Additional Warnings In Author's Note, Deepthroating, Angst with a Happy Ending, Hurt/Comfort"
2369459,Pretty Boy,one_direction,hurt_comfort,5899,1,32661,32661,20,20.0,https://archiveofourown.org/works/2369459,"Prince!Louis, Prostitute!Harry, sex trade, References to Drug Use, Addiction, (NOT IN THE BOYS in other characters), Hurt/Comfort, Angst, Fluff, Lots of Sex, Louis is awkward and way too sweet, Harry's a cupcake in a world of diabetics, Liam's the personal assistant Louis calls 'mum', Niall is the PR guy who wishes Louis wouldn't date prostitutes (or would pay him more), Zayn is the 'fixer' who makes things happen and makes problems go away, Harry gets roughed up some sorry, but he's okay, SUPER HAPPY ENDING IT'S ALRIGHT, Nick is in it for like 3 minutes as a random doctor"
18281816,Consequences,one_direction,hurt_comfort,3415,5,78317,15663,100,20.0,https://archiveofourown.org/works/18281816,"Amnesia, Memory Loss, Exes, Getting Back Together, Car Accidents, Injury, Injury Recovery, Physical Therapy, Occupational Therapy, Therapy, Photographer Harry, Pediatric Occupational Therapist Louis, Physical Therapist Niall, Occupational Therapist Zayn, Wealth, Secrets, Foundation Director Harry, Assistant Foundation Director Liam, Midwest, Winter, POV Alternating, Angst with a Happy Ending, Hurt/Comfort, Rich Harry, side Ziam, Exes to Lovers, Demisexual Louis, Unreliable Narrator, Smut, Riding, Oral Sex, Hospitals, Pining, Slow Burn, Implied/Referenced Alcohol Abuse/Alcoholism, Epilogue, Marriage Proposal, Major Character Injury"
38848572,"love is a word, you gave it a name",one_direction,hurt_comfort,3336,8,158920,19865,100,12.5,https://archiveofourown.org/works/38848572,"Famous Louis Tomlinson, Non-Famous Harry Styles, Summer Vacation, Slow Burn, Mutual Pining, Anxiety Disorder, Internalized Homophobia, Implied/Referenced Homophobia, Closeted Louis Tomlinson, Panic Attacks, Late Night Conversations, Angst and Hurt/Comfort, Sexual Tension, Awkward Boners, Genderfluid Harry Styles, Gender Dysphoria, gender euphoria, How is that not a tag, Now the smut tags..., Oral Sex, Anal Sex, Riding, Anal Fingering, Orgasm Control, Bottom Harry, Sex Toys, First Time Bottoming, Bottom Louis Tomlinson, Daddy Kink, It’s mild though, oops I forgot, Awkward Conversations, Feminization, Cock Slut Harry Styles, Harry in Lingerie, Strangers to Friends to Lovers, SHIT the most important one, Age Difference, Older Louis Tomlinson, Parent Louis Tomlinson, Sneaking Around, Face-Sitting, 69 (Sex Position), Light Dom/sub, Barebacking, Rimming, Ambiguous/Open Ending, but there is a sequel so rest assured"
2018199,And down the long and silent street,one_direction,hurt_comfort,4489,9,86439,9604,126,14.0,https://archiveofourown.org/works/2018199,"AU, Alternate Universe - 19th Century, victorian london, Social Injustice, Angst, a lot of Angst actually, Poverty, Off-Screen/Implied Character Death (minor), Background Character Death, Emotional Hurt/Comfort"
37941871,The Greatest Thing,one_direction,hurt_comfort,3089,10,164513,16451,200,20.0,https://archiveofourown.org/works/37941871,"Fake/Pretend Relationship, Fake Marriage, (kind of anyway - the marriage is very real, the relationship not so much), accidentally married in vegas, that's not a proper tag but it should be, could also say accidentally LARRIED in Vegas yes please, Enemies to Friends to Lovers, semi canon, Canon Compliant, Sort of anyway, Post-Break Up, of the band anyway, these tags are a mess but what's new eh?, just like old times, POV Harry Styles, Angst, Fluff, Fluff and Angst, Domestic Fluff, I've lost my ability to tag I'm sorry I'll add more as we go along, mild anxiety attack I'd say, Hurt/Comfort, Car Accidents, (not onscreen though), Injury, Happy Ending, It's a fine line between proper tagging and not spoiling too much innit?, message me if you have any questions, the fic is harmless, I pinky promise, also, Blow Jobs, Rimming, Anal Sex, Anal Fingering, Louis Tomlinson Calls Harry Styles Pet Names, i can't believe that's a tag but i love it"
3594570,The Dead of July,one_direction,hurt_comfort,5827,10,117900,11790,200,20.0,https://archiveofourown.org/works/3594570,"Avengers AU, Alternate Universe, Harry is Captain America, Liam is Iron Man, Niall is Hawkeye, and Zayn is Black Widow, Because of course he is, Hurt/Comfort, References to Torture, Amnesia, Marvel Universe, Simon Cowell is Nick Fury but without the eyepatch, and less awesome, Others - Freeform, Angst, Post-Traumatic Stress Disorder - PTSD"
1162438,Love Is A Rebellious Bird,one_direction,hurt_comfort,9528,12,135257,11271,240,20.0,https://archiveofourown.org/works/1162438,"Alternate Universe, London Symphony Orchestra, Conductor!Harry, Concertmaster!Louis, niall is the best, Not too much Zayn and Liam sorry, Bullying, Angst, Hurt/Comfort, Internal Friction, Lots of it"
1712528,Give Me Truths,one_direction,hurt_comfort,7918,25,110311,4412,402,16.1,https://archiveofourown.org/works/1712528,"Domestic Violence, Dubious Consent, Emotional Abuse, Foul Language, Graphic Scenes, Bottom Harry, Top Louis, Virgin Harry, Punk Louis, Punk!Louis, genius louis, basically harry is the victim of a very bad guy and louis takes care of him forever, HAPPY ENDING PROMISED, mostly fluff tbh, sexual orientation slurs, Homophobia, Internalized Homophobia, hate language, Emotional/Psychological Abuse, Hurt/Comfort"
1740089,The Last Something That Meant Anything,one_direction,hurt_comfort,2620,12,95730,7978,146,12.2,https://archiveofourown.org/works/1740089,"Break Up, Angst, Fluff, Emotional Hurt/Comfort, Eventual Smut, Blow Jobs, Anal Sex, What Have I Done, Attempted Rape/Non-Con"
7115752,the wonderlands,one_direction,hurt_comfort,3839,10,150814,15081,196,19.6,https://archiveofourown.org/works/7115752,"Rich Louis, Producer Louis, Single Parent Harry, Florist Harry, Rock and Roll, Past Character Death, Recreational Drug Use, Alcohol, Angst, Smut, Depression, Secret Relationship, Kid Fic, Kind Of, Hurt/Comfort, Slow Burn"
679717,No One Does It Better,one_direction,hurt_comfort,6116,22,49792,2263,244,11.1,https://archiveofourown.org/works/679717,"Romance, Hurt/Comfort, Fluff, Angst, Alcohol Abuse/Alcoholism, Alternate Universe"
7947823,Only You Can Be My Alpha,one_direction,hurt_comfort,4267,24,212088,8837,192,8.0,https://archiveofourown.org/works/7947823,"Alpha/Beta/Omega Dynamics, Mating Cycles/In Heat, Mating Bond, Soul Bond, Knotting, Werewolves, Mpreg, Alpha Harry, Alpha Zayn, Omega Louis, Omega Niall, Top Harry, Sub Louis, Smut, Fluff, Mommy Louis, Minor Character Death, Kidnapping, Invasion, Protective Harry, Possessive Harry, Explicit Sexual Content, Self-Harm, Happy Ending, Abandonment Issues, Trauma, Hurt/Comfort, Emotional Hurt/Comfort, Healing, gender equality, omega revolution, Violence, Murder, Pack Bonding, Light Angst, did you just play some light jazz, Healthy Relationships, Love"
37416787,hold on to your heart,one_direction,hurt_comfort,2764,5,54462,10892,60,12.0,https://archiveofourown.org/works/37416787,"Alternate Universe - The Proposal Fusion, The Proposal AU, Alpha/Beta/Omega Dynamics, Alpha Harry Styles, Omega Louis Tomlinson, Fake/Pretend Relationship, Marriage of Convenience, Enemies to Lovers, Boss/Employee Relationship, Coercion, Editor Louis Tomlinson, Executive Assistant Harry Styles, Hurt/Comfort, Touch Deprivation, Humor, Alaska Setting, Dual POV, Explicit Sexual Content, Top Harry Styles, Bottom Louis Tomlinson, Additional Warnings In Author's Note"
31625588,picking up the pieces,one_direction,hurt_comfort,2585,1,37741,37741,20,20.0,https://archiveofourown.org/works/31625588,"Alpha/Beta/Omega Dynamics, Alpha Harry, Omega Louis, Fake/Pretend Relationship, (that is not hl), Childhood Friends, Mutual Pining, Misunderstandings, Hurt/Comfort, Demisexual Louis, Touch Deprivation, omega drop, Nesting, Courting Rituals, Explicit Sexual Content, Mating Cycles/In Heat, Top Harry, Bottom Louis"
1126489,With love comes strange currencies,one_direction,hurt_comfort,7488,1,16539,16539,20,20.0,https://archiveofourown.org/works/1126489,"Alpha/Beta/Omega Dynamics, Alpha/Omega, Knotting, Accidental Bonding, Accidental Knotting, Rimming, Masturbation, Hurt/Comfort, Pining, Barebacking, Romance, Angst"
8249207,once upon a dream,one_direction,hurt_comfort,3324,3,33244,11081,43,14.3,https://archiveofourown.org/works/8249207,"Alternate Universe, Alternate Universe - Supernatural Elements, Angst, Romance, Slow Burn, Enemies to Lovers, Hurt/Comfort, Emotional Hurt/Comfort, Mental Health Issues, Friendship/Love, Anal Sex, Bottom Louis, Blow Jobs, Alternate Universe - Law Enforcement"
912408,I hear you calling in the dead of night,one_direction,hurt_comfort,4048,11,73484,6680,220,20.0,https://archiveofourown.org/works/912408,"larry stylinson - Freeform, Romance, Drama, Love, Unrequited Love, Friendship, Male Slash, Male Homosexuality, Gay Male Character, Canon Gay Relationship, AU, Alternate Universe, Abuse, References to Illness, Hurt/Comfort, Smut, Awkward Boners, Humiliation, Embarrassment, Football Player Louis, Crossdressing, Nerdiness, ziam, Self-Harm, Pregnancy"
